x;y;z;R;G;B;semantic_label
3.90398479;-0.29454747;-5.64372110;105;105;105;5.000000
3.90491366;-0.29503271;-5.68132067;105;105;105;5.000000
3.90479827;-0.29612970;-5.76558781;85;85;85;5.000000
3.90278721;-0.29600543;-5.75537252;99;99;99;5.000000
3.90230560;-0.29600909;-5.75549221;99;99;99;5.000000
3.90897822;-0.29284838;-5.51479626;107;107;107;5.000000
3.90060496;-0.29617473;-5.76765919;101;101;101;5.000000
3.90490055;-0.29465964;-5.65264606;99;99;99;5.000000
3.90991282;-0.29593194;-5.75208378;99;99;99;5.000000
3.90096521;-0.29275697;-5.50507259;97;97;97;5.000000
3.90059662;-0.29128426;-5.39174175;76;76;76;5.000000
3.90221500;-0.29292619;-5.51850033;97;97;97;5.000000
3.90613890;-0.29160017;-5.41789484;80;80;80;5.000000
3.90214276;-0.29403141;-5.60343504;97;97;97;5.000000
3.90778947;-0.29153460;-5.41341400;80;80;80;5.000000
3.90545917;-0.29137081;-5.40003633;80;80;80;5.000000
3.90684247;-0.29182854;-5.43568850;82;82;82;5.000000
3.90347624;-0.29166946;-5.42232275;82;82;82;5.000000
3.90340018;-0.29428911;-5.62366867;105;105;105;5.000000
3.90169501;-0.29443079;-5.63398457;101;101;101;5.000000
3.89821529;-0.29409322;-5.60685873;97;97;97;5.000000
3.90426278;-0.29383081;-5.58872986;99;99;99;5.000000
3.90044022;-0.29112017;-5.37907171;74;74;74;5.000000
3.90236974;-0.29480490;-5.66296864;101;101;101;5.000000
3.90593481;-0.29174572;-5.42901564;82;82;82;5.000000
3.90441155;-0.29189092;-5.43966150;82;82;82;5.000000
3.89936161;-0.29166877;-5.42088032;82;82;82;5.000000
3.89759254;-0.29616249;-5.76571083;101;101;101;5.000000
3.90591288;-0.29227075;-5.46936655;91;91;91;5.000000
3.90509915;-0.29317197;-5.53836918;99;99;99;5.000000
3.90044546;-0.29139397;-5.40012217;76;76;76;5.000000
3.90616941;-0.29172093;-5.42718744;82;82;82;5.000000
3.84011817;-0.54374617;-5.84062290;58;58;58;5.000000
3.85370350;-0.54272366;-5.84094763;64;64;64;5.000000
3.84916925;-0.55138022;-5.84074020;58;58;58;5.000000
3.84074903;-0.54995269;-5.65783310;105;105;105;5.000000
3.83740997;-0.54866225;-5.80616808;105;105;105;5.000000
3.83810067;-0.54803193;-5.73452806;99;99;99;5.000000
3.83484507;-0.54535222;-5.81427002;105;105;105;5.000000
3.84098077;-0.55009866;-5.65011263;105;105;105;5.000000
3.84222126;-0.55308181;-5.70928955;105;105;105;5.000000
3.84389520;-0.54976243;-5.45386887;97;97;97;5.000000
3.83990049;-0.55176204;-5.79308796;105;105;105;5.000000
3.83426070;-0.54493791;-5.83163977;68;68;68;5.000000
3.84292340;-0.55287397;-5.65623093;105;105;105;5.000000
3.84004331;-0.54929930;-5.67180395;105;105;105;5.000000
3.84239817;-0.55323505;-5.70530605;105;105;105;5.000000
3.84046626;-0.55277050;-5.80400610;105;105;105;5.000000
3.84263182;-0.55222684;-5.64478683;105;105;105;5.000000
3.83788896;-0.54727006;-5.71289921;101;101;101;5.000000
3.83849096;-0.54920733;-5.76396751;99;99;99;5.000000
3.84150314;-0.55354738;-5.77511454;109;109;109;5.000000
3.83800602;-0.54665452;-5.67754364;99;99;99;5.000000
3.84311795;-0.55176592;-5.59356833;105;105;105;5.000000
3.84258723;-0.55138993;-5.60934162;105;105;105;5.000000
3.83782053;-0.54782909;-5.74266052;97;97;97;5.000000
3.84140563;-0.55324274;-5.76726961;109;109;109;5.000000
3.84718585;-0.55045283;-5.52492237;109;109;109;5.000000
3.84644198;-0.55188167;-5.65816545;107;107;107;5.000000
3.84265566;-0.55432618;-5.78800154;109;109;109;5.000000
3.84637427;-0.54948217;-5.38298750;88;88;88;5.000000
3.84861946;-0.55090666;-5.63241863;109;109;109;5.000000
3.85051990;-0.54887331;-5.47566319;105;105;105;5.000000
3.84370160;-0.55209523;-5.57544279;113;113;113;5.000000
3.85390425;-0.54728991;-5.42792988;105;105;105;5.000000
3.84595966;-0.55004835;-5.43109989;97;97;97;5.000000
3.84463453;-0.55235195;-5.64102840;105;105;105;5.000000
3.84991908;-0.54937506;-5.50919533;109;109;109;5.000000
3.84545851;-0.55119622;-5.54192400;107;107;107;5.000000
3.84445572;-0.55151945;-5.53948402;107;107;107;5.000000
3.85048628;-0.54944760;-5.53957987;117;117;117;5.000000
3.84550166;-0.55098569;-5.51969290;109;109;109;5.000000
3.84601355;-0.55175936;-5.62754917;109;109;109;5.000000
3.84942222;-0.55015916;-5.57885313;113;113;113;5.000000
3.84575415;-0.55076343;-5.50430727;105;105;105;5.000000
3.85047150;-0.54877549;-5.46266222;105;105;105;5.000000
3.84501195;-0.55075943;-5.47488213;99;99;99;5.000000
3.84654760;-0.54985613;-5.43223190;97;97;97;5.000000
3.84974694;-0.54879034;-5.43606472;101;101;101;5.000000
3.85504055;-0.54842436;-5.59407473;109;109;109;5.000000
3.84740520;-0.55212510;-5.72101450;113;113;113;5.000000
3.84843278;-0.55178279;-5.72079563;113;113;113;5.000000
3.85440588;-0.54907209;-5.64146280;109;109;109;5.000000
3.84482098;-0.55358207;-5.78612232;107;107;107;5.000000
3.84988880;-0.55086404;-5.67352533;113;113;113;5.000000
3.84956837;-0.55167216;-5.74955273;117;117;117;5.000000
3.85346007;-0.55108684;-5.82577419;101;101;101;5.000000
3.84722257;-0.55191082;-5.69125128;117;117;117;5.000000
3.84945607;-0.55200315;-5.78137302;107;107;107;5.000000
3.84644628;-0.55336207;-5.82059860;101;101;101;5.000000
3.84568501;-0.55341995;-5.79955149;110;110;110;5.000000
3.84923124;-0.55114836;-5.68071318;113;113;113;5.000000
3.85520339;-0.54828548;-5.58487272;113;113;113;5.000000
3.85373235;-0.54983026;-5.69942522;113;113;113;5.000000
3.84761739;-0.55227989;-5.74539137;113;113;113;5.000000
3.85116839;-0.54972613;-5.59616518;109;109;109;5.000000
3.85095501;-0.54982740;-5.59947872;109;109;109;5.000000
3.85365033;-0.55031049;-5.74850035;113;113;113;5.000000
3.85448003;-0.54799163;-5.52709341;113;113;113;5.000000
3.84616876;-0.55307639;-5.77969217;113;113;113;5.000000
3.84522557;-0.55362761;-5.80556774;110;110;110;5.000000
3.85625839;-0.54516262;-5.55688429;113;113;113;5.000000
3.85713887;-0.54461306;-5.42583942;109;109;109;5.000000
3.85714793;-0.54393297;-5.42387056;109;109;109;5.000000
3.85468245;-0.54923785;-5.79431868;107;107;107;5.000000
3.85599589;-0.54350638;-5.59426594;109;109;109;5.000000
3.85684967;-0.53720534;-5.46179199;105;105;105;5.000000
3.85550523;-0.54639053;-5.66969633;113;113;113;5.000000
3.85658145;-0.53999877;-5.50418186;113;113;113;5.000000
3.85623407;-0.54462057;-5.55997562;113;113;113;5.000000
3.85509300;-0.54787052;-5.73219728;113;113;113;5.000000
3.85595703;-0.54598463;-5.60235500;109;109;109;5.000000
3.85563779;-0.54473013;-5.64851761;113;113;113;5.000000
3.85677481;-0.53844857;-5.47407627;115;115;115;5.000000
3.85744166;-0.54409999;-5.38047123;92;92;92;5.000000
3.85655546;-0.54133892;-5.50925922;117;117;117;5.000000
3.85564804;-0.54587793;-5.64807367;113;113;113;5.000000
3.85465264;-0.54925722;-5.79877758;110;110;110;5.000000
3.85739136;-0.53389603;-5.37840462;92;92;92;5.000000
3.85549808;-0.54508489;-5.66952562;113;113;113;5.000000
3.85589385;-0.54527706;-5.61106300;109;109;109;5.000000
3.85586953;-0.54568809;-5.61501598;109;109;109;5.000000
3.85668445;-0.54660118;-5.49505329;109;109;109;5.000000
3.85602689;-0.53952831;-5.58595133;113;113;113;5.000000
3.85532880;-0.53921086;-5.68915367;113;113;113;5.000000
3.85657120;-0.53428560;-5.50037575;113;113;113;5.000000
3.85471845;-0.54187071;-5.78209591;109;109;109;5.000000
3.85621572;-0.53714901;-5.55574465;117;117;117;5.000000
3.85542607;-0.54143363;-5.67681122;113;113;113;5.000000
3.85483623;-0.53825182;-5.76126432;109;109;109;5.000000
3.85434651;-0.54563975;-5.84075069;68;68;68;5.000000
3.85518217;-0.54520261;-5.71649075;107;107;107;5.000000
3.85475826;-0.54121798;-5.77561474;109;109;109;5.000000
3.85485554;-0.54567248;-5.76534796;109;109;109;5.000000
3.85653210;-0.53390092;-5.50582457;113;113;113;5.000000
3.85454607;-0.53922439;-5.80522346;109;109;109;5.000000
3.85474825;-0.54369867;-5.77940798;109;109;109;5.000000
3.85537577;-0.54073089;-5.68361330;107;107;107;5.000000
3.85578632;-0.53858483;-5.62074327;105;105;105;5.000000
3.85504627;-0.54656571;-5.73791122;113;113;113;5.000000
3.85446000;-0.54796094;-5.82611132;101;101;101;5.000000
3.85596728;-0.53797680;-5.59334183;115;115;115;5.000000
3.85500240;-0.54489684;-5.74282026;107;107;107;5.000000
3.85441160;-0.53839946;-5.82434845;97;97;97;5.000000
3.85459733;-0.54394972;-5.80202389;110;110;110;5.000000
3.85530710;-0.53172034;-5.39489222;84;84;84;5.000000
3.85451913;-0.53602719;-5.72943020;113;113;113;5.000000
3.84936094;-0.53165501;-5.53443718;107;107;107;5.000000
3.85089922;-0.53364515;-5.64285183;109;109;109;5.000000
3.85142803;-0.53064299;-5.41014004;80;80;80;5.000000
3.85635829;-0.53282708;-5.45042706;92;92;92;5.000000
3.84844327;-0.53084451;-5.49734688;107;107;107;5.000000
3.85350895;-0.53209352;-5.46586609;92;92;92;5.000000
3.85588145;-0.53258330;-5.44415045;92;92;92;5.000000
3.85598683;-0.53328007;-5.49261761;113;113;113;5.000000
3.85459638;-0.53199667;-5.43238115;92;92;92;5.000000
3.85463047;-0.53131050;-5.38129950;84;84;84;5.000000
3.84890056;-0.53163588;-5.54420376;107;107;107;5.000000
3.85504293;-0.53206992;-5.42690468;92;92;92;5.000000
3.85155725;-0.53423685;-5.67020082;113;113;113;5.000000
3.85261989;-0.53237158;-5.50781107;117;117;117;5.000000
3.85345960;-0.53259528;-5.50380993;117;117;117;5.000000
3.84763122;-0.53045839;-5.48877954;107;107;107;5.000000
3.85431528;-0.53176010;-5.42187691;92;92;92;5.000000
3.84908724;-0.53115553;-5.50448847;107;107;107;5.000000
3.85235929;-0.53107876;-5.41945362;80;80;80;5.000000
3.85117412;-0.53518194;-5.74755287;107;107;107;5.000000
3.84496641;-0.53353095;-5.77120304;77;77;77;5.000000
3.84786439;-0.53403944;-5.74129200;107;107;107;5.000000
3.84819388;-0.53388149;-5.72237635;117;117;117;5.000000
3.84593749;-0.52935988;-5.44888067;68;68;68;5.000000
3.84162259;-0.53322655;-5.82600927;97;97;97;5.000000
3.84494376;-0.52962357;-5.49064255;92;92;92;5.000000
3.85079193;-0.53423613;-5.68828773;117;117;117;5.000000
3.84405923;-0.53336936;-5.78038740;99;99;99;5.000000
3.84554124;-0.52877784;-5.41609573;68;68;68;5.000000
3.84280324;-0.53198135;-5.70935488;101;101;101;5.000000
3.84373713;-0.53038895;-5.57338190;107;107;107;5.000000
3.85030985;-0.53421086;-5.69752455;113;113;113;5.000000
3.84574127;-0.53263324;-5.68884563;113;113;113;5.000000
3.84518075;-0.53389156;-5.79221821;99;99;99;5.000000
3.84424782;-0.53380316;-5.80726528;105;105;105;5.000000
3.84847236;-0.53169954;-5.55902624;113;113;113;5.000000
3.84826708;-0.53213465;-5.59503317;105;105;105;5.000000
3.85130334;-0.53527242;-5.75109482;107;107;107;5.000000
3.85259819;-0.53628004;-5.79387617;105;105;105;5.000000
3.84694386;-0.53470659;-5.81040335;105;105;105;5.000000
3.85190368;-0.53575402;-5.77196407;105;105;105;5.000000
3.85204792;-0.53622097;-5.80225134;105;105;105;5.000000
3.83785319;-0.54538220;-5.63125038;99;99;99;5.000000
3.83999372;-0.54658622;-5.55288744;101;101;101;5.000000
3.83776617;-0.54056299;-5.42868423;84;84;84;5.000000
3.83712101;-0.54027098;-5.45535994;76;76;76;5.000000
3.83738494;-0.53985631;-5.42140055;76;76;76;5.000000
3.84449100;-0.54884726;-5.37665510;88;88;88;5.000000
3.83778906;-0.53970307;-5.39020634;80;80;80;5.000000
3.84090233;-0.54440475;-5.40349531;84;84;84;5.000000
3.84273052;-0.54637754;-5.37728930;82;82;82;5.000000
3.83668661;-0.54065770;-5.49848890;91;91;91;5.000000
3.83578682;-0.54491287;-5.73680735;99;99;99;5.000000
3.84079766;-0.54710394;-5.52628565;101;101;101;5.000000
3.84162879;-0.54495335;-5.38292503;82;82;82;5.000000
3.83917451;-0.54246777;-5.42512751;84;84;84;5.000000
3.83753324;-0.54437840;-5.60743713;99;99;99;5.000000
3.83782482;-0.54293358;-5.52736330;92;92;92;5.000000
3.83779788;-0.54340601;-5.54938269;97;97;97;5.000000
3.83600593;-0.54529017;-5.73973227;99;99;99;5.000000
3.83938694;-0.54586303;-5.55863762;105;105;105;5.000000
3.83579850;-0.54279590;-5.64477062;99;99;99;5.000000
3.83810115;-0.54158169;-5.45223475;84;84;84;5.000000
3.83791709;-0.54596245;-5.65238285;99;99;99;5.000000
3.83716726;-0.53941119;-5.81840420;95;95;95;5.000000
3.83781981;-0.53852332;-5.66056252;106;90;82;5.000000
3.83485150;-0.54263717;-5.83876371;61;61;61;5.000000
3.83770657;-0.53867066;-5.73561621;107;99;99;5.000000
3.83552265;-0.54173106;-5.62770748;99;99;99;5.000000
3.83569551;-0.54146212;-5.82662010;95;95;95;5.000000
3.83966804;-0.53593600;-5.73465347;123;115;115;5.000000
3.83713770;-0.53950745;-5.42704296;76;76;76;5.000000
3.83716965;-0.53943491;-5.62586784;99;99;99;5.000000
3.83758879;-0.53884506;-5.66477251;106;90;82;5.000000
3.83974862;-0.53581691;-5.78250837;127;110;110;5.000000
3.83823371;-0.53794187;-5.69459152;110;94;94;5.000000
3.83879471;-0.53714275;-5.81257248;107;107;107;5.000000
3.83780098;-0.53856224;-5.57171345;99;99;99;5.000000
3.83817434;-0.53804922;-5.51791954;92;92;92;5.000000
3.83715367;-0.53943747;-5.76455832;85;68;68;5.000000
3.83825564;-0.53792536;-5.59259033;99;99;99;5.000000
3.83801246;-0.53823847;-5.77856159;97;80;80;5.000000
3.84056640;-0.53468269;-5.73880959;123;115;115;5.000000
3.83696365;-0.53974110;-5.48947573;92;92;92;5.000000
3.83775282;-0.53864908;-5.43114710;76;76;76;5.000000
3.83963585;-0.53597403;-5.78332186;127;110;110;5.000000
3.83658886;-0.54025567;-5.54935360;97;97;97;5.000000
3.84178495;-0.53285229;-5.51452065;105;88;88;5.000000
3.84170175;-0.53294069;-5.41181278;72;72;72;5.000000
3.84187460;-0.53272599;-5.52714968;105;88;88;5.000000
3.84111643;-0.53386343;-5.65326977;140;124;116;5.000000
3.84242368;-0.53190398;-5.43909407;82;66;58;5.000000
3.84228349;-0.53216565;-5.62918520;132;116;116;5.000000
3.83871961;-0.53727937;-5.47727776;80;80;80;5.000000
3.84080935;-0.53427702;-5.55416059;109;92;92;5.000000
3.83807302;-0.53819108;-5.39796495;76;76;76;5.000000
3.84388828;-0.52978081;-5.43199873;82;66;58;5.000000
3.83870173;-0.53727335;-5.37468100;76;76;76;5.000000
3.84350753;-0.53033596;-5.44490957;82;65;57;5.000000
3.84228849;-0.53218180;-5.70411110;140;99;82;5.000000
3.84272504;-0.53150988;-5.57587481;105;88;88;5.000000
3.84161115;-0.53307885;-5.43413067;66;66;66;5.000000
3.84459281;-0.52875936;-5.42824268;82;66;58;5.000000
3.84219337;-0.53230393;-5.65386581;140;124;116;5.000000
3.83937168;-0.53630650;-5.38450527;76;76;76;5.000000
3.84248185;-0.53186816;-5.59520388;98;82;82;5.000000
3.83997059;-0.53549665;-5.57009602;109;92;92;5.000000
3.83808637;-0.53817737;-5.41748238;76;76;76;5.000000
3.84076047;-0.53430599;-5.41883135;72;72;72;5.000000
3.84728932;-0.54917902;-5.37367153;88;88;88;5.000000
3.84800625;-0.54900235;-5.36446619;82;82;82;5.000000
3.86098433;-0.54866439;-5.35172749;88;88;88;5.000000
3.86160040;-0.53633493;-5.36184740;88;88;88;5.000000
3.85995626;-0.53277785;-5.36388302;88;88;88;5.000000
3.85971928;-0.53605902;-5.36523151;88;88;88;5.000000
3.86624694;-0.53486180;-5.35975838;88;88;88;5.000000
3.85866284;-0.52939743;-5.35629511;66;66;66;5.000000
3.84726286;-0.52853119;-5.37272882;68;68;68;5.000000
3.85755897;-0.52819252;-5.35308647;66;66;66;5.000000
3.86587286;-0.54489481;-5.34272861;74;74;74;5.000000
3.84834504;-0.54175967;-5.35131979;82;82;82;5.000000
3.84304595;-0.53708702;-5.36199188;72;72;72;5.000000
3.84794211;-0.54516631;-5.35726786;88;88;88;5.000000
3.86454463;-0.53645879;-5.34007120;74;74;74;5.000000
3.85495543;-0.53037357;-5.35114574;72;72;72;5.000000
3.84910536;-0.53081638;-5.35734987;72;72;72;5.000000
3.90214086;-0.27774924;-5.36171913;90;90;90;5.000000
3.89836287;-0.28836975;-5.37127113;69;69;69;5.000000
3.89796209;-0.29452655;-5.36009169;64;64;64;5.000000
3.90744281;-0.27889830;-5.35752392;97;97;97;5.000000
3.91685629;-0.28249264;-5.36330652;101;101;101;5.000000
3.91562772;-0.29134679;-5.35836220;98;98;98;5.000000
3.91157031;-0.29733062;-5.36291838;66;66;66;5.000000
3.90388632;-0.30007130;-5.36194658;68;68;68;5.000000
3.91655874;-0.30448401;-5.35022640;92;92;92;5.000000
3.91356182;-0.36379611;-5.35839415;76;76;76;5.000000
3.91400504;-0.36810046;-5.35712576;76;76;76;5.000000
3.91492605;-0.33340913;-5.35425568;80;80;80;5.000000
3.91441607;-0.48512158;-5.35656023;76;76;76;5.000000
3.91552234;-0.33164379;-5.35250950;90;90;90;5.000000
3.91565537;-0.35872743;-5.35226822;80;80;80;5.000000
3.91545773;-0.37495315;-5.35293198;82;82;82;5.000000
3.91668844;-0.31956068;-5.34904718;90;90;90;5.000000
3.91440678;-0.45849830;-5.35644388;76;76;76;5.000000
3.91405296;-0.32821926;-5.35677099;80;80;80;5.000000
3.90632510;-0.43140191;-5.35820723;69;69;69;5.000000
3.90984893;-0.38706693;-5.35880613;72;72;72;5.000000
3.91004038;-0.40654510;-5.35855579;72;72;72;5.000000
3.91079044;-0.45192128;-5.35797501;72;72;72;5.000000
3.91062212;-0.39469182;-5.35871363;72;72;72;5.000000
3.91296434;-0.48156497;-5.35760784;76;76;76;5.000000
3.91060615;-0.39603561;-5.35869598;72;72;72;5.000000
3.90539837;-0.50000179;-5.35731411;71;71;71;5.000000
3.91284084;-0.34749696;-5.35933971;76;76;76;5.000000
3.90808773;-0.46366417;-5.35780334;72;72;72;5.000000
3.90054297;-0.40412799;-5.35851336;69;69;69;5.000000
3.90192413;-0.41499910;-5.35838413;69;69;69;5.000000
3.90424371;-0.45139045;-5.35793304;71;71;71;5.000000
3.90660715;-0.32950327;-5.35952330;68;68;68;5.000000
3.90718579;-0.40714186;-5.35852718;69;69;69;5.000000
3.90999293;-0.35517856;-5.35921955;72;72;72;5.000000
3.90469933;-0.35883373;-5.35912991;68;68;68;5.000000
3.90885949;-0.33553082;-5.35946321;68;68;68;5.000000
3.90497112;-0.35658988;-5.35916138;68;68;68;5.000000
3.90706825;-0.40537268;-5.35854912;69;69;69;5.000000
3.91596699;-0.45692682;-5.35181093;88;88;88;5.000000
3.91693115;-0.49984819;-5.34908724;97;97;97;5.000000
3.91695642;-0.38037050;-5.34852123;92;92;92;5.000000
3.91714334;-0.38257578;-5.34796906;92;92;92;5.000000
3.91638613;-0.50535500;-5.35074854;91;91;91;5.000000
3.91524673;-0.51023340;-5.35419512;76;76;76;5.000000
3.91752744;-0.48086601;-5.34721613;101;101;101;5.000000
3.91760135;-0.48760694;-5.34702253;101;101;101;5.000000
3.91631842;-0.39664829;-5.35050726;92;92;92;5.000000
3.91741800;-0.46920577;-5.34749699;98;98;98;5.000000
3.91807747;-0.48511484;-5.34469748;101;101;101;5.000000
3.91142416;-0.33243474;-5.34285259;92;92;92;5.000000
3.90932703;-0.32131967;-5.34156132;92;92;92;5.000000
3.90920234;-0.30605972;-5.34176397;92;92;92;5.000000
3.91573477;-0.41079074;-5.34444189;99;99;99;5.000000
3.91397929;-0.39295816;-5.34352446;101;101;101;5.000000
3.91072559;-0.32929885;-5.34241152;92;92;92;5.000000
3.91696453;-0.39118052;-5.34570074;101;101;101;5.000000
3.91667438;-0.40861574;-5.34515762;99;99;99;5.000000
3.91795516;-0.43214619;-5.34562540;97;97;97;5.000000
3.90882850;-0.37485993;-5.34014463;98;98;98;5.000000
3.91036224;-0.41265500;-5.34050751;98;98;98;5.000000
3.90811777;-0.40673336;-5.33897114;98;98;98;5.000000
3.91136217;-0.44774345;-5.34053087;97;97;97;5.000000
3.90891457;-0.50423121;-5.33757401;98;98;98;5.000000
3.91480732;-0.50562978;-5.34189510;101;101;101;5.000000
3.91574478;-0.49195153;-5.34286547;101;101;101;5.000000
3.90793872;-0.47476065;-5.33745337;98;98;98;5.000000
3.90772986;-0.41805547;-5.33845425;92;92;92;5.000000
3.90987611;-0.42303550;-5.33993721;92;92;92;5.000000
3.90340090;-0.38623917;-5.34088707;88;88;88;5.000000
3.90376163;-0.31047648;-5.34150267;82;82;82;5.000000
3.90319443;-0.38173747;-5.34108210;88;88;88;5.000000
3.90745974;-0.50056696;-5.33676291;98;98;98;5.000000
3.89829135;-0.33287078;-5.34504414;77;77;77;5.000000
3.90564871;-0.39555067;-5.33922005;88;88;88;5.000000
3.90312290;-0.36795819;-5.34128904;88;88;88;5.000000
3.90646243;-0.43376642;-5.33821869;82;82;82;5.000000
3.90413046;-0.32557666;-5.34107399;88;88;88;5.000000
3.90217113;-0.40723664;-5.34150076;77;77;77;5.000000
3.89730144;-0.33966851;-5.34565496;77;77;77;5.000000
3.90191340;-0.48769951;-5.34084797;76;76;76;5.000000
3.89856458;-0.44619185;-5.34366751;77;77;77;5.000000
3.89684319;-0.45699963;-5.34479046;76;76;76;5.000000
3.89607191;-0.32929301;-5.34664106;77;77;77;5.000000
3.89809775;-0.42923063;-5.34417439;77;77;77;5.000000
3.90372443;-0.48484606;-5.33958006;82;82;82;5.000000
3.90424895;-0.50964355;-5.33895302;88;88;88;5.000000
3.89837503;-0.44358271;-5.34383011;77;77;77;5.000000
3.89951754;-0.48813641;-5.34255886;76;76;76;5.000000
3.89679599;-0.33072171;-5.35063982;74;74;74;5.000000
3.89881110;-0.31724632;-5.35727596;68;68;68;5.000000
3.89663863;-0.38905135;-5.34818506;74;74;74;5.000000
3.89672184;-0.31289202;-5.35101557;74;74;74;5.000000
3.89589357;-0.32406718;-5.34809780;77;77;77;5.000000
3.89708185;-0.34534883;-5.35102224;76;76;76;5.000000
3.89673042;-0.50627428;-5.34450340;76;76;76;5.000000
3.89590430;-0.33969733;-5.34760237;77;77;77;5.000000
3.89665079;-0.44523042;-5.34632349;77;77;77;5.000000
3.89703488;-0.37103158;-5.35000992;74;74;74;5.000000
3.89795351;-0.51193547;-5.34816170;72;72;72;5.000000
3.89915061;-0.51203561;-5.35193539;66;66;66;5.000000
3.89897490;-0.42725223;-5.35414791;68;68;68;5.000000
3.89881611;-0.45961016;-5.35259104;68;68;68;5.000000
3.89953876;-0.42526540;-5.35599232;68;68;68;5.000000
3.89963889;-0.49608666;-5.35399723;66;66;66;5.000000
3.89913273;-0.45560056;-5.35372162;68;68;68;5.000000
3.90004158;-0.51761556;-5.35456467;66;66;66;5.000000
3.90017223;-0.43425786;-5.35769749;68;68;68;5.000000
3.90001607;-0.41186959;-5.35793543;68;68;68;5.000000
3.90609050;-0.30336082;-5.34046698;88;88;88;5.000000
3.89644456;-0.30413571;-5.34757471;80;80;80;5.000000
3.90781093;-0.29880852;-5.34334564;92;92;92;5.000000
3.90625906;-0.51899642;-5.33715582;94;94;94;5.000000
3.90146637;-0.53171605;-5.33723450;82;82;82;5.000000
3.87951303;-0.53250605;-5.34063911;72;72;72;5.000000
3.86858869;-0.53695238;-5.33779383;84;84;84;5.000000
3.89723229;-0.52386111;-5.35063028;66;66;66;5.000000
3.88337731;-0.53018534;-5.35139132;69;69;69;5.000000
3.87742376;-0.53099251;-5.35410786;69;69;69;5.000000
3.90711093;-0.52229524;-5.35704184;72;72;72;5.000000
3.89090300;-0.54371381;-5.35666561;82;82;82;5.000000
3.88638425;-0.54138291;-5.35664749;69;69;69;5.000000
3.87638712;-0.53477025;-5.35654211;69;69;69;5.000000
3.90930915;-0.53662241;-5.35333490;88;88;88;5.000000
3.91440415;-0.51808631;-5.35643673;82;82;82;5.000000
3.89409661;-0.54534692;-5.34834194;92;92;92;5.000000
3.89093113;-0.54778904;-5.34457874;98;98;98;5.000000
3.87446046;-0.54906464;-5.34431028;97;97;97;5.000000
3.87552714;-0.54238355;-5.33926249;95;95;95;5.000000
3.88422227;-0.54769146;-5.34313202;95;95;95;5.000000
3.89292932;-0.53969324;-5.33886957;95;95;95;5.000000
3.90584779;-0.53383994;-5.33855963;107;107;107;5.000000
3.44659853;-0.28822148;-5.84103394;58;58;58;5.000000
3.45747852;-0.29062957;-5.56466150;105;105;105;5.000000
3.45533133;-0.29548755;-5.83516741;68;68;68;5.000000
3.45681071;-0.29181460;-5.69481134;105;105;105;5.000000
3.45523119;-0.29585561;-5.82779789;65;65;65;5.000000
3.45632935;-0.29261962;-5.79557657;107;107;107;5.000000
3.45475364;-0.29775101;-5.77285290;101;101;101;5.000000
3.45745969;-0.28891817;-5.81474447;109;109;109;5.000000
3.45749331;-0.28951797;-5.71502924;105;105;105;5.000000
3.45661569;-0.29235652;-5.70513010;105;105;105;5.000000
3.45660138;-0.29275844;-5.65475082;105;105;105;5.000000
3.45670629;-0.29203320;-5.71049690;105;105;105;5.000000
3.45455265;-0.29803151;-5.82283163;87;87;87;5.000000
3.45682120;-0.29085451;-5.82573414;69;69;69;5.000000
3.45605350;-0.29435161;-5.67387772;101;101;101;5.000000
3.45556045;-0.29505590;-5.79400063;105;105;105;5.000000
3.45659566;-0.29263893;-5.67422628;105;105;105;5.000000
3.45760369;-0.28977200;-5.62996817;105;105;105;5.000000
3.45695996;-0.29147965;-5.67564821;105;105;105;5.000000
3.45719504;-0.29046765;-5.71379089;105;105;105;5.000000
3.45509958;-0.29628050;-5.82642031;65;65;65;5.000000
3.45617342;-0.29396260;-5.67539740;101;101;101;5.000000
3.45761490;-0.28906420;-5.72502470;113;113;113;5.000000
3.45526910;-0.29603124;-5.78607845;105;105;105;5.000000
3.46035671;-0.28387243;-5.36947680;80;80;80;5.000000
3.45918226;-0.28546974;-5.59920263;113;113;113;5.000000
3.45803189;-0.29010111;-5.42692423;76;76;76;5.000000
3.45881939;-0.28696790;-5.54006147;107;107;107;5.000000
3.45883775;-0.28743845;-5.47229004;92;92;92;5.000000
3.45803142;-0.29036051;-5.39355373;72;72;72;5.000000
3.45915222;-0.28690189;-5.42483425;82;82;82;5.000000
3.45780826;-0.28875285;-5.68473959;109;109;109;5.000000
3.45877218;-0.28702921;-5.54966068;107;107;107;5.000000
3.45877886;-0.28587809;-5.69627571;109;109;109;5.000000
3.46001649;-0.28411466;-5.46461868;92;92;92;5.000000
3.45818591;-0.28929856;-5.47366333;88;88;88;5.000000
3.45978665;-0.28534153;-5.39108181;76;76;76;5.000000
3.45916009;-0.28635550;-5.49271202;97;97;97;5.000000
3.46077514;-0.28234911;-5.41126299;88;88;88;5.000000
3.45866299;-0.28588718;-5.73824215;113;113;113;5.000000
3.45904851;-0.28572786;-5.61549902;107;107;107;5.000000
3.45887423;-0.28602865;-5.64132309;109;109;109;5.000000
3.45743895;-0.29181623;-5.42518187;76;76;76;5.000000
3.45950413;-0.28518999;-5.51576567;101;101;101;5.000000
3.45825291;-0.28665775;-5.79087162;113;113;113;5.000000
3.45699525;-0.28411803;-5.72489214;113;113;113;5.000000
